Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,combined_text
One-Arm Kettlebell Para Press,,Strength,Shoulders,Kettlebells,Beginner,0.0,,one-arm kettlebell para press 
One-Arm Kettlebell Split Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,,one-arm kettlebell split jerk 
One-Arm Kettlebell Military Press To The Side,,Strength,Shoulders,Kettlebells,Beginner,0.0,,one-arm kettlebell military press to the side 
One-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,,one-arm kettlebell jerk 
Double Kettlebell Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,,double kettlebell snatch 
Two-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,,two-arm kettlebell jerk 
FYR Kettlebell Power Clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Shoulders,Kettlebells,Intermediate,,,"fyr kettlebell power clean the kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. it is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. it can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth."
Kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",Strength,Shoulders,Kettlebells,Intermediate,,,"kettlebell upright row the kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. it is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. it may not be appropriate for some people, depending on their shoulder health."
Kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Strength,Shoulders,Kettlebells,Intermediate,,,"kettlebell upright row and press the kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. this combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow."
Single-arm kettlebell thruster,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,,"single-arm kettlebell thruster the single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. it is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. it can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex."
Double-kettlebell shoulder press,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",Strength,Shoulders,Kettlebells,Intermediate,,,"double-kettlebell shoulder press the double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. each set is started by cleaning the weights up to the rack position. the weights can optionally be re-cleaned between each rep, which is known as a clean and press. the double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes."
Double-kettlebell push-press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,,"double-kettlebell push-press the double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. it is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. it can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex."
HM Kettlebell Windmill,,Strength,Shoulders,Kettlebells,Intermediate,,,hm kettlebell windmill 
HM Kettlebell Z-Press,,Strength,Shoulders,Kettlebells,Intermediate,,,hm kettlebell z-press 
Taylor Half-Kneeling Kettlebell Halo,,Strength,Shoulders,Kettlebells,Intermediate,,,taylor half-kneeling kettlebell halo 
Taylor Towel Kettlebell Farmer's Walk,,Strength,Shoulders,Kettlebells,Intermediate,,,taylor towel kettlebell farmer's walk 
FYR2 Double-Kettlebell Alternating Press,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 double-kettlebell alternating press 
FYR2 Double-Kettlebell Thruster,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 double-kettlebell thruster 
FYR2 Half-Kneeling Kettlebell Clean,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 half-kneeling kettlebell clean 
FYR2 Kettlebell Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 kettlebell clean and press 
FYR2 Kettlebell High Pull to Overhead Press,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 kettlebell high pull to overhead press 
FYR2 Kettlebell Swing Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 kettlebell swing clean and press 
FYR2 Single-Arm Kettlebell Press,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 single-arm kettlebell press 
FYR2 Ascending-Rep High-Pull-Press Complex,,Strength,Shoulders,Kettlebells,Intermediate,,,fyr2 ascending-rep high-pull-press complex 
Dumbbell front raise to lateral raise,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Dumbbell,Intermediate,9.5,Average,"dumbbell front raise to lateral raise the dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. it is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). no matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day."
Single-arm palm-in dumbbell shoulder press,"The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,9.4,Average,"single-arm palm-in dumbbell shoulder press the single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. it's done one arm at a time and the wrist stays neutral throughout the movement. it can be performed standing or seated. a single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more."
Standing palms-in shoulder press,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Shoulders,Dumbbell,Intermediate,9.3,Average,"standing palms-in shoulder press the standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. it can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning."
Seated Dumbbell Press,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"seated dumbbell press the seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. the triceps also assist. some lifters feel that using dumbbells versus a barbell reduced injury risk."
Standing dumbbell shoulder press,"The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"standing dumbbell shoulder press the standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. the standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press."
Single-arm lateral raise,"The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"single-arm lateral raise the single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. it's a staple strength-training move and is a great option for accessory work on upper-body training days. hold on to a post for balance, or do it free-standing to challenge core strength and stability. it is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout."
Power Partials,,Strength,Shoulders,Dumbbell,Beginner,9.1,Average,power partials 
Incline dumbbell reverse fly,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"incline dumbbell reverse fly the incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
Overhead dumbbell front raise,"The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"overhead dumbbell front raise the overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. in addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. it is usually performed for moderate to high reps, such as 8-15 reps or more. it can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day."
Seated dumbbell shoulder press,"The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. This can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"seated dumbbell shoulder press the seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. the triceps also work hard in this lift. many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. this can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout."
Alternating standing shoulder press,"The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"alternating standing shoulder press the alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. it can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning."
Single-arm incline rear delt raise,"The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and shoulder stability. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"single-arm incline rear delt raise the single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. training each side independently can help correct imbalances in size, strength, and shoulder stability. because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
Alternating dumbbell front raise,"The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"alternating dumbbell front raise the alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. it is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout."
Alternating Deltoid Raise,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,alternating deltoid raise the dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.
Single-dumbbell front raise,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"single-dumbbell front raise the single-dumbbell front raise is an isolation movement that targets the shoulders. in particular, it focuses on the anterior or front head of the deltoid muscles. by performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. this movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout."
Arnold press,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.9,Average,"arnold press named after the iconic bodybuilder and movie star, the arnold press adds rotation to a classic shoulder press. it allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. it is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout."
Single-arm standing shoulder press,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average,"single-arm standing shoulder press the single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps."
Dumbbell front raise,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average,"dumbbell front raise the dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. it is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout."
Bent-over dumbbell rear delt row,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,"bent-over dumbbell rear delt row the bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. it is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout."
Incline dumbbell front raise,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,"incline dumbbell front raise the incline dumbbell front raise is an upper-body exercise targeting the shoulders. because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training."
Side Lateral Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,8.6,Average,"side lateral raise the dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. it's a staple strength training move and is a great option for accessory work on upper body training days. this exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed."
Dumbbell external shoulder rotation,"The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.",Strength,Shoulders,Dumbbell,Intermediate,8.5,Average,"dumbbell external shoulder rotation the dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. it is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing."
Single-arm incline lateral raise,"The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,8.5,Average,"single-arm incline lateral raise the single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. it is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more."
Seated rear delt fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.4,Average,"seated rear delt fly the seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. by performing the movement seated, it eliminates momentum from the rest of the body. this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
Dumbbell Raise,,Strength,Shoulders,Dumbbell,Beginner,8.4,Average,dumbbell raise 
Seated Side Lateral Raise,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.",Strength,Shoulders,Dumbbell,Intermediate,8.3,Average,"seated side lateral raise the seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. if you’ve ever worked out with weights, chances are you’ve done this move at some point. proper execution is paramount to avoid injury."
Dumbbell Lying Rear Lateral Raise,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,8.3,Average,"dumbbell lying rear lateral raise the incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
Head-on-bench dumbbell rear delt raise,"The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,8.2,Average,"head-on-bench dumbbell rear delt raise the head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. this variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
Cuban press,"The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.",Strength,Shoulders,Dumbbell,Intermediate,8.0,Average,"cuban press the cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. it combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. it can be performed standing, or as a more difficult variation face-down on an incline bench. it is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting."
Reverse Flyes With External Rotation,,Strength,Shoulders,Dumbbell,Beginner,8.0,Average,reverse flyes with external rotation 
Single-arm side lying rear fly,"The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,7.9,Average,"single-arm side lying rear fly the single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. by performing the movement lying on a bench, it eliminates momentum from the rest of the body. this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
Single-arm dumbbell upright row,"The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,7.8,Average,"single-arm dumbbell upright row the single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. many lifters combine this move with either their back or shoulder workout, since it involves both body parts. it is generally performed for moderate to high reps, such as 8-12 reps per set or more."
Dumbbell Scaption,,Strength,Shoulders,Dumbbell,Beginner,7.8,Average,dumbbell scaption 
See-Saw Press (Alternating Side Press),,Strength,Shoulders,Dumbbell,Beginner,7.8,Average,see-saw press (alternating side press) 
Dumbbell Incline Shoulder Raise,,Strength,Shoulders,Dumbbell,Beginner,7.4,Average,dumbbell incline shoulder raise 
Single-arm half-kneeling shoulder press,"The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. The half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic.",Strength,Shoulders,Dumbbell,Intermediate,0.0,Average,"single-arm half-kneeling shoulder press the single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. the half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic."
Dumbbell Clean And Jerk,,Strength,Shoulders,Dumbbell,Beginner,0.0,,dumbbell clean and jerk 
Dumbbell shoulder press with body rotation,"The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights.",Strength,Shoulders,Dumbbell,Intermediate,,,"dumbbell shoulder press with body rotation the dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. rather than pressing straight overhead, you twist your torso and hips to the side during each rep. it hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights."
Dumbbell Fix Dumbbell Military Press,,Strength,Shoulders,Dumbbell,Intermediate,,,dumbbell fix dumbbell military press 
Dumbbell Fix Standing Dumbbell Arnold Press,,Strength,Shoulders,Dumbbell,Intermediate,,,dumbbell fix standing dumbbell arnold press 
Dumbbell Fix Dumbbell Single-Arm Snatch,,Strength,Shoulders,Dumbbell,Intermediate,,,dumbbell fix dumbbell single-arm snatch 
Paul Carter Rear-Delt Fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,,,"paul carter rear-delt fly the seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. by performing the movement seated, it eliminates momentum from the rest of the body. this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
FYR Dumbbell Shoulder Press,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,Strength,Shoulders,Dumbbell,Intermediate,,,fyr dumbbell shoulder press the standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. performing the move standing up as opposed to seated allows for more weight to be used.
FYR Single-Arm Dumbbell Press,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.",Strength,Shoulders,Dumbbell,Intermediate,,,"fyr single-arm dumbbell press the single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. it’s done one arm at a time, as well as standing, which may allow more weight to be used."
FYR Dumbbell Tempo L-Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,,,"fyr dumbbell tempo l-raise the dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. it's a staple strength training move and is a great option for accessory work on upper body training days. this exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed."
Dumbbell seesaw shoulder press,"The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. This piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps.",Strength,Shoulders,Dumbbell,Intermediate,,,"dumbbell seesaw shoulder press the dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. the difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. this piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps."
FYR Dumbbell front raise to lateral raise,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,Strength,Shoulders,Dumbbell,Intermediate,,,fyr dumbbell front raise to lateral raise the dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.
